m,pi-_pi0,pi-_2pi0,2pi-_pi+,2pi-_pi+_pi0,pi-_3pi0,eta_pi-_pi0,K_K,K_K_pi,5pi,other
1.49,0.008007084029,0.1404982469,0.122479851,0.3314599552,0.08475216588,0.00846671719,0.01023886061,0.04144453448,0.04038988663,0.2122626982
1.495,0.007437832182,0.1358140569,0.1189327869,0.332559059,0.08575008326,0.00866278429,0.01052645939,0.04434782678,0.04267914659,0.2132899647
1.5,0.00683334469,0.1308399242,0.115166166,0.3337261954,0.08680976989,0.00885972043,0.0108195638,0.04742748914,0.04513011303,0.2143877134
1.505,0.006843560331,0.13053852,0.1115280849,0.3320424767,0.08704456332,0.009138903371,0.01121844768,0.05114445833,0.0481846616,0.2123163237
1.51,0.006854652336,0.1302112595,0.1075779056,0.3302143176,0.08729949885,0.009430846165,0.01163938649,0.05515867065,0.05152341096,0.2100900519
1.515,0.006866738321,0.1298546724,0.1032737416,0.3282223329,0.08757727975,0.009737913993,0.01208609775,0.05949989529,0.05518473783,0.2076965901
1.52,0.006879957935,0.1294646385,0.0985658597,0.326043506,0.08788111567,0.01006297783,0.01256307772,0.06420313903,0.05921420812,0.2051215195
1.525,0.006894478276,0.1290362277,0.09339475197,0.3236502963,0.08821484713,0.01040952655,0.01307577904,0.06931008861,0.06366634319,0.2023476613
1.53,0.00691050098,0.128563491,0.08768861024,0.3210094706,0.08858310846,0.01078181349,0.01363084285,0.07487101953,0.06860693366,0.1993542092
1.535,0.006810938794,0.1282884109,0.08377402928,0.3199777092,0.08817818742,0.01074047707,0.01367055002,0.07772991864,0.07117020599,0.1996595727
1.54,0.006556732237,0.1283571483,0.08322910294,0.3215296506,0.08669227417,0.01009467342,0.01293998755,0.07607692235,0.06971866162,0.2048048468
1.545,0.006323765076,0.1284201426,0.08272970613,0.3229519247,0.08533051153,0.009496132344,0.01226382711,0.07446047262,0.06841494389,0.209608574
1.55,0.006109485414,0.1284780838,0.08227036852,0.3242601108,0.08407798291,0.00894004093,0.01163660272,0.07286696339,0.06724152307,0.2141188384
1.555,0.005911734404,0.1285315557,0.08184646233,0.3254673889,0.0829220692,0.008422313183,0.01105368047,0.071285732,0.06618356907,0.2183754948
1.56,0.005728673378,0.1285810554,0.08145404612,0.3265849839,0.08185202283,0.007939447746,0.01051109427,0.06970865754,0.06522845096,0.2224115679
1.565,0.005558726617,0.1286270089,0.08108974211,0.3276225159,0.08085863325,0.007488417133,0.01000541767,0.06812982497,0.06436534384,0.2262543696
1.57,0.005400535963,0.1286697837,0.08075063892,0.3285882763,0.07993396163,0.007066580894,0.009533663117,0.06654523501,0.06358491711,0.2299264073
1.575,0.005252924529,0.1287096978,0.08043421373,0.3294894502,0.07907112871,0.00667161712,0.009093202154,0.06495254594,0.06287908518,0.2334461346
1.58,0.005114867429,0.1287470284,0.08013826955,0.3303322945,0.07826414373,0.006301468106,0.008681701841,0.06335083816,0.06224080644,0.2368285819
1.585,0.005030509007,0.1276918311,0.07997143173,0.3296528614,0.07861895413,0.00630770195,0.00878952923,0.06540486874,0.06532385368,0.233208459
1.59,0.004954712044,0.1262034923,0.07982854004,0.3284437999,0.07936267675,0.006430092872,0.009067931236,0.06868552743,0.06985138309,0.2271718444
1.595,0.004871669196,0.1245728743,0.07967198847,0.3271191569,0.08017749627,0.006564921707,0.009375462432,0.07215538409,0.07483694912,0.2206540975
1.6,0.004780290709,0.1227785788,0.07949972264,0.3256615495,0.08107410538,0.006714519618,0.009717068791,0.07584585967,0.08034966628,0.2135786386
1.605,0.004679256761,0.1207946901,0.07930925443,0.3240499247,0.08206545424,0.006881661675,0.01009866009,0.07979612113,0.08647324019,0.2058517367
1.61,0.004566953363,0.1185895159,0.07909754117,0.3222585373,0.08316737937,0.007069691826,0.01052737366,0.08405510355,0.09331003267,0.1973578712
1.615,0.004441385564,0.1161238838,0.07886082198,0.3202555653,0.08439945528,0.007282692616,0.01101193154,0.08868423382,0.1009865662,0.1879534639
1.62,0.004300058007,0.1133487952,0.07859439265,0.3180012043,0.08578616654,0.007525719198,0.01156313174,0.09376117057,0.1096610995,0.1774582623
1.625,0.004139807522,0.1102021386,0.07829229001,0.3154449976,0.08735855026,0.007805127616,0.0121945367,0.09938504274,0.1195342437,0.1656432652
1.63,0.003956563718,0.1066039884,0.07794684058,0.3125220172,0.08915654528,0.008129044584,0.01292345772,0.1056839455,0.1308641467,0.1522134503
1.635,0.003744998603,0.1024497247,0.0775480001,0.3091472745,0.09123243007,0.008508055154,0.0137723958,0.1128259199,0.1439887138,0.1367824873
1.64,0.003498000243,0.09759969874,0.07708236121,0.3052073248,0.09365598718,0.008956235846,0.01477120661,0.1210354629,0.1593589883,0.1188347342
1.645,0.003300607499,0.0935597928,0.07652469326,0.3022522642,0.09608305566,0.00936138936,0.01573958578,0.1288115457,0.1751332527,0.09923381304
1.65,0.00324687891,0.09202369419,0.07587887554,0.301963432,0.0980489866,0.009592060142,0.01644951537,0.1342741006,0.1886822318,0.07984022489
